#,Sistema-Modulo,Projeto-Modulo,# Projeto Hierarquia,Projeto Hierarquia,Tipo,Situação,Título,Atribuído para,Catálogo_01 (Memora - 13/2020),HET (Real),qtd_servicos,Início,Tarefa pai,Qtd. de Anexos
75914,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Correção de Layout de relatórios.,Alessandro Jorge Rodrigues da Silva,,,,2023-02-22,70884,1
75843,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Teste,Fechada,Teste e validação de entregas SPC,Junior Batista Menezes,25-TestesFuncionaisManuais,,6,2023-02-17,70884,14
75802,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Correções Layout - FUNDEB,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,7,2023-02-17,58361,5
75741,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Erro na funcionalidade Imprimir Documento Contábil – Ano 2023.,Carlos Augusto Costa Bastos,,,,2023-02-17,58361,8
75731,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Cancelada,Correções - Layout relatório FUNDEB,Darckles Pereira de Almeida,,,,2023-02-17,58361,6
75679,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Adição de Botão - CÓDIGO DE EXECUÇÃO ORÇAMENTÁRIA - Tela Manter DDR,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-02-16,58361,6
75665,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Maximizar Pop-up - Ocorrências Levantadas - Tela Monitoramento de Erros,Carlos Augusto Costa Bastos,,,,2023-02-16,58361,2
75663,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção - Relatório FUNDEB - Quadro 5,Marco Antonio Silva Pegado,,,,2023-02-16,58361,4
75655,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,SQL FUNDEB – 2022 - Correção,Marco Antonio Silva Pegado,,,,2023-02-15,58361,5
75631,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração - Relatório Verificação Da Igualdade Entre As Classes 5 E 6 Dos Restos A Pagar Restos A Pagar Inscritos No Exercício Atual (nova regra),Marco Antonio Silva Pegado,,,,2023-02-15,58361,2
75598,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Atualização dos vínculos de contas correntes,Marco Antonio Silva Pegado,,,,2023-02-14,58361,2
75594,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Verificação Igualdade Classes 5 e 6 dos Restos a Pagar,Daniel Ricardo Dos Santos Pelusci,"21-Manutenções-Labels,TooltiposouElementosEstáticos",,2,2023-02-14,58361,2
75590,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,"Alteração de json dos relatórios anexo 02, 11 e 11 resumo",Darckles Pereira de Almeida,,,,2023-02-14,58361,0
75588,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção de json dos relatórios:,Darckles Pereira de Almeida,,,,2023-02-14,58361,0
75587,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração da data de referencia do relatório de Demonstrativo CUTE Extrato X Contabilidade,Darckles Pereira de Almeida,,,,2023-02-14,58361,0
75580,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Nova Funcionalidade Manter DDR,Daniel Ricardo Dos Santos Pelusci,12-NovaFuncionalidade-InterfacedeUsuário(até10atrib),,1,2023-02-14,,7
75557,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Atividade,Fechada,Montagem de ambiente [configuração],Daniel Ricardo Dos Santos Pelusci,26-Configuração/PreparaçãoAplicação,,,2023-02-13,,1
75551,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração ANEXO – 11 Resumo,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,5,2023-02-14,58361,3
75549,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração ANEXO – 11 ,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-02-14,58361,3
75516,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Correções no Relatório TCE de Obrigações {Relatório-alteração},Alessandro Jorge Rodrigues da Silva,,,,2023-02-14,70884,3
75514,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Correções no Relatório Sintético de Obrigações {Relatório-alteração},Alessandro Jorge Rodrigues da Silva,,,,2023-02-14,70884,3
75512,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Correções no Relatório Analítico de Obrigações {Relatório-alteração},Alessandro Jorge Rodrigues da Silva,,,,2023-02-13,70884,3
75510,SCG - Sistema de Contabilidade Geral (Agente),*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção json Anexo 11,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-02-13,58361,2
75500,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Correção na tela de Demonstrativo de Obrigações e Créditos [Frontend],Alessandro Jorge Rodrigues da Silva,,,,2023-02-14,70884,2
75497,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração - funcionalidade Nota de Rodapé – ANO 2022,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,7,2023-02-13,58361,9
75475,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção ANEXO – 11 resumo,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-02-13,58361,1
75473,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção -  VERIFICAÇÃO DE INTEGRIDADE DOS PROCEDIMENTOS CONTÁBEIS 2022 homologação,Marco Antonio Silva Pegado,,,,2023-02-13,58361,4
75470,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração ANEXO – 02,Marco Antonio Silva Pegado,,,,2023-02-13,58361,2
75468,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração ANEXO – 11 Resumo,Carlos Augusto Costa Bastos,,,,2023-02-13,58361,4
75449,SCG - Sistema de Contabilidade Geral (Agente),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Retenção de Relatórios ,Darckles Pereira de Almeida,,,,2023-02-10,,1
75447,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Padronizar Relatórios e Parâmetros para o Balanço Web,Darckles Pereira de Almeida,,,,2023-02-10,,0
75446,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Fechamento Mensal ( Encerramento de Exercício ),Darckles Pereira de Almeida,,,,2023-02-10,,0
75445,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Funcionalidade Superávit ( alteração 2023 ),Darckles Pereira de Almeida,,,,2023-02-10,,0
75444,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Conta Corrente Alterar Domínio ,Darckles Pereira de Almeida,,,,2023-02-10,,0
75443,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar serviço de Baixa  e Contabilização automática do Empenho via SCG ,Darckles Pereira de Almeida,,,,2023-02-23,75440,0
75441,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar melhorias na Performance do Sistema SPC,Geison Leal Feitosa,,,,2023-02-14,75440,0
75440,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Funcionalidade,Em andamento,Pacote de Implementações Prioritárias,,,,,2023-02-14,65233,2
75436,SCG - Sistema de Contabilidade Geral (Serviços),SCG-Integrações,65235,SCG-Integrações,Implementação,Fechada,Implementar Serviço de Consulta de Finalidades de anulação da Inscrição de precatórios,Carlos Augusto Costa Bastos,,,,2023-02-13,75432,1
75435,SCG - Sistema de Contabilidade Geral (Serviços),SCG-Integrações,65235,SCG-Integrações,Implementação,Fechada,Implementar Serviço de Consulta de Finalidades da Inscrição de precatórios,Carlos Augusto Costa Bastos,,,,2023-02-13,75432,1
75432,SCG - Sistema de Contabilidade Geral (Serviços),SCG-Integrações,65235,SCG-Integrações,Funcionalidade,Nova,Pacote 04 - Consulta Finalidades,,,,,2023-02-13,65235,0
75426,SCG - Sistema de Contabilidade Geral (Agente),SCG-Integrações,65235,SCG-Integrações,Implementação,Fechada,Implementar serviço de Anulação de inscrição {Bakcend-alteração},Carlos Augusto Costa Bastos,,,,2023-02-13,68247,1
75423,SCG - Sistema de Contabilidade Geral (Agente),SCG-Integrações,65235,SCG-Integrações,Implementação,Fechada,Implementar serviço de inscrição {Bakcend-alteração},Carlos Augusto Costa Bastos,,,,2023-02-13,68245,1
75217,SCG - Sistema de Contabilidade Geral (SCGF),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Alteração na consulta das Contas Correntes DDRs,Darckles Pereira de Almeida,,,,2023-02-09,,1
75195,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração ANEXO – 11 Resumo,Carlos Augusto Costa Bastos,,,,2023-02-09,58361,7
75194,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção SQL - Relatório Demonstrativo dos Valores Repassados ao FUNDEB – Ano 2022,Darckles Pereira de Almeida,,,,2023-02-09,58361,8
75190,SCG - Sistema de Contabilidade Geral (Agente),*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração ANEXO – 02,Marco Antonio Silva Pegado,,,,2023-02-09,58361,1
75189,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração ANEXO – 11,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-02-09,58361,5
75157,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Erros no relatório dívida flutuante,Carlos Augusto Costa Bastos,,,,2023-02-09,58361,7
75142,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Correção - relatório CHECKLIST AUTOMATIZADO - ÓRGÃO,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-02-08,58361,2
75123,SCG - Sistema de Contabilidade Geral (Agente),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Alteração do Limite Máximo que pode ser Reclassificado o Recurso.,Darckles Pereira de Almeida,,,,2023-02-08,,1
75120,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Extrato Bancário -Conta Única - Problemas ao Consultar Extrato,Darckles Pereira de Almeida,,,,2023-02-08,,2
75045,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Correção no CHECKLIST AUTOMÁTIO,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,11,2023-02-07,58361,12
75044,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,,,Atividade,Fechada,Alteração ANEXO – 02,Marco Antonio Silva Pegado,,,,2023-02-07,,5
75043,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alterações - Anexo 11 Resumo,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-02-07,58361,3
75040,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração ANEXO – 11 (nova regra),Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-02-07,58361,7
75032,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Anotação que faz medida do tempo de execução.,Darckles Pereira de Almeida,,,,2023-02-07,,0
74994,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,,,Implementação,Fechada,Alteração Serviços Arr ( Valores Arrecadados ),Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-02-07,,3
74919,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração da Retenção Automática,Darckles Pereira de Almeida,,,,2023-02-06,58361,0
74918,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Implementação de nova coluna na tabela SCG_IDENTIFICACAO_RELATORIO,Darckles Pereira de Almeida,,,,2023-02-06,58361,0
74917,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Implementação de funcionalidade para consultar relatórios retidos para exercícios encerrados,Darckles Pereira de Almeida,,,,2023-02-06,58361,0
74915,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,"Padronização de parâmetros da retenção e tela de solicitação de relatórios - Anexo 10, Anexo 10A, Anexo 19, Demonstrativo Divida Fundada",Darckles Pereira de Almeida,,,,2023-02-06,58361,0
74910,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção SQL - Manter Conta Corrente,Darckles Pereira de Almeida,,,,2023-02-06,58361,1
74901,SCG - Sistema de Contabilidade Geral (Agente),SCG-Integrações,65235,SCG-Integrações,Implementação,Fechada,Implementar finalidade para precatórios,Geison Leal Feitosa,,,,2023-02-06,68245,0
74885,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Correção - DEMONSTRATIVO SINTÉTICO DAS OBRIGAÇÕES COM FORNECEDORES,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-02-06,58361,2
74780,SCG - Sistema de Contabilidade Geral (Serviços),SCG-Integrações,65878,SCG-Integrações,Implementação,Fechada,Implementar consultas de Finalidades de Transferência,Geison Leal Feitosa,,,,2023-02-02,66363,1
74752,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Correção - Relatório Demonstrativo dos Valores Repassados ao FUNDEB – Ano 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,4,2023-02-02,58361,14
74729,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Atualizar a Regra 12 -  Fechamento Bancário Mensal de 2023,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-02-02,58361,3
74722,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,RelatorioSuperavitContabil - Correção SQL,Carlos Augusto Costa Bastos,,,,2023-02-02,58361,3
74702,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,"Alteração na tela de solicitação do relatório ANEXO 11, relatório Demonstrativo de Restos a Pagar / Unidade e relatório ANEXO 02 – ANO 2022 - Back End",Carlos Augusto Costa Bastos,,,,2023-02-02,58361,0
74698,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Deploy ScgWeb (Fevereiro 2023) Homologação,Darckles Pereira de Almeida,,,,2023-02-02,,0
74697,SCG - Sistema de Contabilidade Geral (Agente),Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Deploy ScgAgent (Fevereiro 2023) Homologação,Darckles Pereira de Almeida,,,,2023-02-02,,0
74694,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Alteração Regra de Negócio Distribuição  Superávit ( Saldo Atual ),Darckles Pereira de Almeida,,,,2023-02-02,,2
74693,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Em andamento,Alteração - Tela de geração dos relatórios,Marco Antonio Silva Pegado,,,,2023-02-02,58361,3
74684,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração no Site SCGI,Darckles Pereira de Almeida,,,,2023-02-01,58361,1
74683,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,"Alteração na tela de solicitação do relatório ANEXO 11, relatório Demonstrativo de Restos a Pagar / Unidade e  relatório ANEXO 02 – ANO 2022",Carlos Augusto Costa Bastos,,,,2023-02-01,58361,14
74668,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",Encerramento e Abertura de Exercício - 2022/2023,,,Implementação,Fechada,Alteração Regra Distribuição de Superávit,Darckles Pereira de Almeida,,,,2023-02-01,,1
74638,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar relatório TCE de Obrigações e Créditos [Tela-ajuste],Alessandro Jorge Rodrigues da Silva,,,,2023-01-31,69398,0
74637,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar relatório TCE de Obrigações e Créditos [Frontend-Alteração],Alessandro Jorge Rodrigues da Silva,,,,2023-01-31,69398,0
74636,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar relatório TCE de Obrigações e Créditos [backend-alteração],Alessandro Jorge Rodrigues da Silva,,,,2023-01-31,69398,0
74631,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Criar relatório Listar Distribuição de Superávit,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-01-31,58361,11
74626,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção - Anexo 19 ano 2022,Marco Antonio Silva Pegado,,,,2023-01-31,58361,2
74601,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar relatório Sintético Obrigações e Créditos[Tela-ajuste],Alessandro Jorge Rodrigues da Silva,,,,2023-01-31,69398,0
74599,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Corrigir erro na funcionalidade de consulta nas telas de Obrigações e Créditos,Lua Da Costa Santos De Jesus,"21-Manutenções-Labels,TooltiposouElementosEstáticos",,2,2023-01-31,70884,8
74575,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar relatório Sintético Obrigações e Créditos[Frontend-alteracao],Alessandro Jorge Rodrigues da Silva,,,,2023-01-31,69398,0
74573,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Implementar relatório Sintético Obrigações e Créditos[Backend-alteração],Alessandro Jorge Rodrigues da Silva,,,,2023-01-31,69398,0
74536,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Relatórios - Consultas Desenvolvidas ,Junior Batista Menezes,33-ElaboraçãoeExecuçãodeScripts,,2,2023-01-27,69398,0
74500,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alterações - ANEXO – 02 (2022) Layout,Marco Antonio Silva Pegado,,,,2023-01-30,58361,1
74494,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração no relatório ANEXO 11 RESUMO – ANO 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,5,2023-01-30,58361,9
74492,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração no relatório ANEXO 11 – ANO 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,6,2023-01-30,58361,12
74491,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alterações -  ANEXO – 02 (2022),Marco Antonio Silva Pegado,,,,2023-01-30,58361,2
74485,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),68588,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Atividade,Fechada,Suporte aos usuários sistema SPC,Junior Batista Menezes,32-OperaçãoAssistidadeApoio,,,2023-01-16,68588,10
74475,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Erro balanço anual 2022,Carlos Augusto Costa Bastos,,,,2023-01-30,58361,6
